algorithm,n_threads,n_elems,t_random,t_distribute,t_merge,t_sort,t_writeback,t_total,sorted
bs2,32,775000,0.001352,0.004436,0.000000,0.074538,0.075012,0.154536,1
bs2,48,775000,0.001796,0.003589,0.000000,0.069879,0.068895,0.142983,1
bs2,1,800000,0.006326,0.067487,0.000000,0.029930,0.021695,0.123231,1
bs2,2,800000,0.003150,0.033011,0.000000,0.045783,0.051495,0.132465,1
bs2,3,800000,0.002723,0.024311,0.000000,0.048170,0.054992,0.129010,1
bs2,4,800000,0.002122,0.018277,0.000000,0.050850,0.056803,0.127152,1
bs2,6,800000,0.001714,0.012239,0.000000,0.054204,0.058952,0.126341,1
bs2,8,800000,0.001279,0.009345,0.000000,0.054626,0.058827,0.123518,1
bs2,10,800000,0.001217,0.007940,0.000000,0.054830,0.058311,0.121708,1
bs2,12,800000,0.000996,0.006511,0.000000,0.055624,0.059167,0.122092,1
bs2,16,800000,0.001152,0.005105,0.000000,0.056437,0.059682,0.121932,1
bs2,20,800000,0.001064,0.004225,0.000000,0.055298,0.058197,0.118430,1
bs2,24,800000,0.001163,0.003425,0.000000,0.056760,0.060586,0.121223,1
